transaction_id,customer_id,outlet_id,transaction_date,purchase_amount,num_items,payment_method,discount_applied,weekend_flag,time_of_day
TRX000054,CUST0886,OUT009,2025-01-19 15:35:58.321602,837.6641691848444,4,UPI,0.34496026854358197,1,Evening
TRX000055,CUST0797,OUT001,2025-01-22 19:28:04.555808,1410.3417420667831,5,Credit Card,0.31064560881275577,0,Morning
TRX000056,CUST0550,OUT009,2025-01-12 09:23:42.257276,1671.5309206614945,8,Cash,0.3848712519020205,1,Evening
TRX000057,CUST0071,OUT003,2025-01-15 19:59:01.315072,1604.3003858347936,14,Credit Card,0.2680480815835275,0,Morning
TRX000058,CUST0280,OUT004,2025-01-19 23:42:53.847657,1110.2141449171268,6,Cash,0.20565343206250425,1,Afternoon
TRX000059,CUST0359,OUT007,2025-01-28 19:20:22.421246,1499.9913284513482,4,Cash,0.12956417031144005,0,Morning
TRX000060,CUST0619,OUT001,2025-01-12 03:50:59.394347,31.366298999098607,4,UPI,0.13070690672441287,1,Afternoon
TRX000061,CUST0064,OUT001,2024-12-05 18:59:27.884526,1164.1520938715546,5,Debit Card,0.08052565304251459,0,Evening
TRX000062,CUST0525,OUT001,2024-12-23 11:36:03.048868,1387.1193726949346,7,Credit Card,0.5441975635237893,0,Evening
TRX000063,CUST0903,OUT007,2024-12-24 21:54:05.645471,1297.5368471401734,14,Debit Card,0.1122355045107521,0,Morning
TRX000064,CUST0710,OUT002,2025-01-18 08:42:14.062451,1185.0067716117235,6,Wallet,0.3067042674573795,1,Afternoon
TRX000065,CUST0802,OUT004,2024-12-26 00:33:41.374334,2391.841850483434,3,Credit Card,0.397873963214192,0,Afternoon
TRX000066,CUST0688,OUT001,2025-01-13 08:50:57.424819,1045.9945704922502,24,Credit Card,0.08896449714213936,0,Morning
TRX000067,CUST0205,OUT005,2025-01-27 06:40:08.816049,1900.6714727390572,10,UPI,0.38933441028354576,0,Morning
TRX000068,CUST0107,OUT009,2025-01-15 11:53:30.253587,4439.406799734619,9,Cash,0.5614651430634278,0,Evening
TRX000069,CUST0836,OUT005,2025-01-27 11:22:40.553388,3724.4542858323102,7,Debit Card,0.2700054464120965,0,Evening
TRX000070,CUST0701,OUT001,2025-01-28 02:22:35.710037,222.54717208342413,11,Debit Card,0.3005046064167339,0,Evening
TRX000071,CUST0574,OUT003,2025-01-31 02:07:10.300425,1431.937784909905,15,Credit Card,0.022046175172378914,0,Evening
TRX000072,CUST0186,OUT001,2025-01-21 20:32:01.486063,1748.0494142662246,7,Wallet,0.22403008674353903,0,Evening
TRX000073,CUST0602,OUT009,2025-01-19 23:37:55.628928,582.7079699574085,5,Debit Card,0.14310505960430034,1,Afternoon
TRX000074,CUST0030,OUT003,2024-12-27 02:23:24.293462,1935.889841159986,4,Debit Card,0.05069510408680945,0,Morning
TRX000075,CUST0115,OUT006,2025-01-08 23:55:55.602074,1471.1987216262833,10,Debit Card,0.336746080828509,0,Morning
TRX000076,CUST0304,OUT004,2024-12-04 03:14:40.128300,900.8547439878549,24,Credit Card,0.12556654513229198,0,Evening
TRX000077,CUST0436,OUT009,2025-01-25 23:07:27.422205,2054.742803868859,8,Credit Card,0.4742348033264246,1,Evening
TRX000078,CUST0117,OUT003,2025-01-22 12:18:06.745244,423.467262827599,4,Cash,0.07706956602892684,0,Evening
TRX000079,CUST0116,OUT009,2024-11-07 20:13:49.415373,480.3154336513381,4,Cash,0.12063951208469624,0,Evening
TRX000080,CUST0729,OUT009,2025-01-14 04:13:38.720421,837.6423002799493,14,Cash,0.337906634280209,0,Evening
TRX000081,CUST0569,OUT002,2024-12-16 01:29:48.653251,3291.002416643753,11,Debit Card,0.6995298111045062,0,Evening
TRX000082,CUST0530,OUT005,2025-01-11 20:02:30.616408,1940.2712349524295,19,Cash,0.29212219283526425,1,Morning
TRX000083,CUST0444,OUT001,2025-01-12 16:19:40.527757,907.2960285404868,15,Debit Card,0.27444069258546105,1,Evening
TRX000084,CUST0973,OUT003,2025-01-27 05:29:48.725326,3348.9465438436705,9,UPI,0.03440115103786257,0,Afternoon
TRX000085,CUST0048,OUT007,2024-12-06 00:12:32.319871,1217.6109038863196,3,Debit Card,0.2104469730990422,0,Morning
TRX000086,CUST0177,OUT001,2025-01-29 07:10:04.483534,789.778686168551,3,Credit Card,0.7578332249194047,0,Evening
TRX000087,CUST0650,OUT008,2025-01-20 15:28:41.877199,106.10820751393328,1,Debit Card,0.08686608746928683,0,Evening
TRX000088,CUST0135,OUT001,2024-12-29 14:04:22.134726,1315.03663474302,3,UPI,0.4284520933905002,1,Morning
TRX000089,CUST0588,OUT007,2025-01-10 23:19:23.574091,1544.1927032003214,4,UPI,0.19617242784708452,0,Morning
TRX000090,CUST0565,OUT007,2024-11-28 21:00:32.682986,766.3055179578058,15,Debit Card,0.22437495906004004,0,Evening
TRX000091,CUST0965,OUT006,2025-01-30 20:03:04.157634,2693.889154029245,5,Credit Card,0.14701716313444288,0,Afternoon
TRX000092,CUST0888,OUT009,2024-12-31 08:15:45.017722,1151.5824374036251,6,Cash,0.30244186756603897,0,Evening
TRX000093,CUST0942,OUT005,2025-01-12 16:35:25.494172,1284.6908864953016,10,Cash,0.07700684436647716,1,Morning
TRX000094,CUST0109,OUT000,2025-01-27 03:14:28.879556,1943.6223510167877,8,Debit Card,0.2663378119526911,0,Morning
TRX000095,CUST0874,OUT001,2024-12-22 08:57:41.580528,633.0230914672153,10,Credit Card,0.5152443288633538,1,Morning
TRX000096,CUST0126,OUT006,2025-01-16 07:25:28.193566,162.87110932047705,5,Cash,0.2333940792767795,0,Morning
TRX000097,CUST0632,OUT003,2025-01-09 10:52:22.646192,1495.5869152320538,15,Debit Card,0.1660316797280131,0,Morning
TRX000098,CUST0723,OUT008,2024-10-21 04:59:22.842387,1423.9932630605501,6,Credit Card,0.3032014754797655,0,Evening
TRX000099,CUST0157,OUT002,2025-01-12 01:24:40.440947,3931.3528835160914,8,Debit Card,0.07725682744367536,1,Afternoon
TRX000100,CUST0631,OUT003,2024-12-11 00:38:32.328559,1095.001433970063,7,UPI,0.5134782733348318,0,Afternoon
TRX000101,CUST0051,OUT002,2024-12-19 04:04:16.579181,2876.372512310962,5,Debit Card,0.11755439485049714,0,Morning
TRX000102,CUST0288,OUT006,2024-12-30 13:19:00.051659,1449.4716503444572,7,Debit Card,0.49232504803183996,0,Morning
TRX000103,CUST0920,OUT001,2024-11-24 15:38:58.902975,5309.813694884937,6,Debit Card,0.5123812916219166,1,Evening
TRX000104,CUST0167,OUT009,2025-01-23 08:14:46.790292,3131.8004950099926,7,Credit Card,0.5971029755311758,0,Afternoon
TRX000105,CUST0064,OUT001,2024-12-11 05:10:12.813873,2335.791842323104,11,Credit Card,0.6708962381333227,0,Evening
TRX000106,CUST0436,OUT001,2025-01-17 19:17:44.397626,2165.57488161876,14,Cash,0.039799991626197705,0,Afternoon
TRX000107,CUST0857,OUT003,2024-12-12 21:41:18.949359,3001.6084541491623,10,Debit Card,0.19227518536086657,0,Morning
TRX000108,CUST0073,OUT007,2025-01-11 14:44:23.540103,1229.988541075737,5,Cash,0.25715047773411215,1,Afternoon
TRX000109,CUST0348,OUT007,2024-12-04 15:00:03.714607,217.55041140547738,8,Debit Card,0.2750784938175165,0,Morning
TRX000110,CUST0901,OUT007,2024-11-25 05:15:22.986166,855.9382199001631,6,Credit Card,0.17590343945384138,0,Evening
TRX000111,CUST0115,OUT007,2025-01-04 20:24:57.251360,1276.192262242128,8,Debit Card,0.41625909445036274,1,Morning
TRX000112,CUST0303,OUT006,2025-01-10 13:46:59.638655,2591.1416628700113,9,Credit Card,0.18509189497821213,0,Evening
TRX000113,CUST0784,OUT005,2024-12-17 06:55:43.799961,6488.4815812940315,4,Credit Card,0.24159629552389336,0,Morning
TRX000114,CUST0539,OUT006,2025-01-22 12:17:28.696095,3071.405295254219,8,Cash,0.3030637397670464,0,Evening
TRX000115,CUST0839,OUT004,2025-01-31 07:46:47.676104,841.4938442755929,3,UPI,0.12253593258507352,0,Evening
TRX000116,CUST0108,OUT007,2025-01-16 08:33:28.678083,765.9354834849121,4,Debit Card,0.18866969544419993,0,Afternoon
TRX000117,CUST0919,OUT001,2025-01-10 18:34:04.743699,4333.510038181551,8,UPI,0.20047487245413775,0,Afternoon
TRX000118,CUST0934,OUT004,2025-01-21 04:55:14.470980,1715.1862950998109,1,Cash,0.12453244594850803,0,Evening
TRX000119,CUST0150,OUT006,2025-01-17 11:48:58.058347,1388.3978796581553,13,Credit Card,0.5764765758693694,0,Afternoon
TRX000120,CUST0033,OUT008,2025-01-27 21:06:45.177311,1545.74135677561,21,Debit Card,0.1397061236844883,0,Morning
TRX000121,CUST0989,OUT009,2025-01-22 10:05:55.423390,1559.5575116993514,14,UPI,0.0663273389968331,0,Morning
TRX000122,CUST0476,OUT000,2025-01-23 13:13:54.421688,1527.6777293423636,10,Cash,0.32744481741839315,0,Evening
TRX000123,CUST0571,OUT008,2025-01-21 01:05:41.721050,494.53210289200604,2,UPI,0.05395453873361484,0,Evening
TRX000124,CUST0614,OUT002,2025-01-21 12:04:58.607292,3921.027885812132,2,Cash,0.13336795232699,0,Morning
TRX000125,CUST0796,OUT000,2025-01-07 13:29:48.460871,1197.4470159732423,8,Cash,0.18383081863194772,0,Morning
TRX000126,CUST0817,OUT006,2025-01-23 02:12:44.154169,1825.2992755314356,4,Debit Card,0.2685720064727315,0,Evening
TRX000127,CUST0191,OUT002,2024-11-08 06:37:56.532619,657.1824792824522,5,Credit Card,0.25091179236635003,0,Morning
TRX000128,CUST0230,OUT007,2025-01-10 13:25:44.643259,1009.4523908545755,11,Credit Card,0.2734730275990419,0,Afternoon
TRX000129,CUST0883,OUT001,2025-01-28 00:30:11.412803,507.47695269773897,15,UPI,0.3166581761730198,0,Morning
TRX000130,CUST0824,OUT003,2025-01-21 22:47:14.429824,461.7115840603448,10,Cash,0.21534355638647795,0,Evening
TRX000131,CUST0616,OUT001,2024-12-23 21:50:34.959567,1156.766077318484,33,UPI,0.3480212824084486,0,Morning
TRX000132,CUST0995,OUT003,2025-01-31 10:00:51.686799,6506.022670727878,5,Credit Card,0.2754564435067016,0,Evening
TRX000133,CUST0738,OUT000,2024-11-09 19:58:48.779285,1089.7600620994067,4,Cash,0.29550476514780816,1,Morning
TRX000134,CUST0212,OUT009,2025-01-14 03:45:37.196425,1091.7361699882122,7,Cash,0.4349002264140739,0,Evening
TRX000135,CUST0853,OUT004,2025-01-09 16:50:18.548010,493.0344451568322,20,Debit Card,0.3513981178568479,0,Evening
TRX000136,CUST0407,OUT002,2024-09-20 07:17:47.943672,2400.341022958977,7,Debit Card,0.22628656130254932,0,Afternoon
TRX000137,CUST0035,OUT008,2025-01-11 00:56:00.533205,625.9148436961141,4,Debit Card,0.285399524346638,1,Afternoon
TRX000138,CUST0314,OUT003,2024-11-04 11:45:51.550209,532.0443148715342,12,Debit Card,0.17258535033814443,0,Afternoon
TRX000139,CUST0770,OUT005,2024-11-19 03:04:53.035487,539.8427951965177,5,Credit Card,0.14387195243108186,0,Morning
TRX000140,CUST0957,OUT008,2024-11-07 17:17:56.235730,750.3710733372335,3,Wallet,0.342965499978608,0,Evening
TRX000141,CUST0270,OUT001,2024-12-12 23:08:27.276354,2706.8684194230946,14,UPI,0.17046315797748127,0,Morning
TRX000142,CUST0241,OUT006,2025-01-21 05:48:21.659249,578.5284959056489,6,Cash,0.08671055880803202,0,Evening
TRX000143,CUST0561,OUT002,2025-01-19 09:44:56.162082,1195.9364937746209,5,UPI,0.1763689431242414,1,Morning
TRX000144,CUST0817,OUT000,2025-01-18 12:57:39.277842,1419.5645349495635,3,UPI,0.16277060525725584,1,Morning
TRX000145,CUST0752,OUT008,2024-10-07 23:09:42.971181,817.3580093463947,16,Credit Card,0.18593548144966604,0,Morning
TRX000146,CUST0557,OUT008,2025-01-18 14:44:22.164193,531.8838981222927,5,Debit Card,0.07627843276607311,1,Afternoon
TRX000147,CUST0629,OUT003,2025-01-28 14:04:18.675785,1223.6478767204949,8,Debit Card,0.45291197995309135,0,Afternoon
TRX000148,CUST0237,OUT008,2024-12-17 14:11:35.108962,1013.2288317523978,14,Credit Card,0.4403489787312526,0,Evening
TRX000149,CUST0422,OUT006,2025-01-18 11:44:10.369830,1531.2439786979369,13,Credit Card,0.2872184463894629,1,Morning
TRX000150,CUST0249,OUT003,2025-01-03 02:28:50.359037,474.7757078487682,12,Credit Card,0.3623604782711258,0,Morning
TRX000151,CUST0888,OUT001,2024-11-15 08:02:17.874173,1370.7187706903678,11,Debit Card,0.1337397484135574,0,Evening
TRX000152,CUST0109,OUT004,2025-01-06 01:58:48.116435,2355.379137186688,3,Credit Card,0.11218777569320353,0,Evening
TRX000153,CUST0686,OUT007,2025-01-01 16:54:45.947332,2234.8703880853814,6,Credit Card,0.6354297160982004,0,Morning
TRX000154,CUST0254,OUT009,2025-01-01 03:34:47.055225,626.5609698855609,5,Debit Card,0.10413473644626665,0,Afternoon
TRX000155,CUST0469,OUT009,2025-01-03 14:30:55.991677,431.3485216477094,6,Credit Card,0.0969711514589411,0,Afternoon
TRX000156,CUST0294,OUT005,2025-01-26 13:34:47.490769,813.7432407480305,1,Debit Card,0.18445244866439817,1,Evening
TRX000157,CUST0314,OUT004,2025-01-13 12:01:34.612228,2920.401349871748,10,Credit Card,0.05484480097510444,0,Evening
TRX000158,CUST0254,OUT003,2025-01-31 13:22:38.278334,388.5759471223269,3,Cash,0.3383468995383709,0,Evening
TRX000159,CUST0757,OUT005,2025-01-02 06:17:13.406804,1143.676836385767,3,Debit Card,0.05001939491775343,0,Evening
TRX000160,CUST0358,OUT002,2025-01-06 11:13:47.275691,1476.3667671652738,5,Cash,0.21321687367715547,0,Morning
TRX000161,CUST0729,OUT001,2025-01-20 07:12:33.556660,1813.3107865530965,24,Cash,0.3068338480072301,0,Evening
TRX000162,CUST0449,OUT000,2025-01-09 18:35:30.290069,254.2226003689234,4,Wallet,0.12464814924982334,0,Afternoon
TRX000163,CUST0544,OUT008,2025-01-11 18:46:43.348340,537.0779228581223,4,Credit Card,0.16705658376870905,1,Morning
TRX000164,CUST0539,OUT000,2025-01-23 08:54:23.083179,1784.29298729873,11,UPI,0.09515739771939466,0,Afternoon
TRX000165,CUST0972,OUT003,2025-01-21 08:58:55.313727,672.3065058189237,9,Debit Card,0.07822754101086332,0,Evening
TRX000166,CUST0359,OUT005,2024-12-19 15:43:45.266763,2723.3129420267514,2,Credit Card,0.19054697701711154,0,Evening
TRX000167,CUST0206,OUT008,2024-12-20 21:05:00.291098,631.0251021658665,6,Cash,0.48410136751935506,0,Morning
TRX000168,CUST0913,OUT003,2025-01-12 18:06:00.640302,1368.42714031466,1,Credit Card,0.2536440412396315,1,Evening
TRX000169,CUST0172,OUT006,2024-12-24 20:45:30.911019,1581.4700289892176,8,UPI,0.6003158074283574,0,Evening
TRX000170,CUST0841,OUT006,2025-01-14 04:25:27.458155,591.5903944975926,22,Cash,0.7331663661372044,0,Morning
TRX000171,CUST0147,OUT005,2024-12-05 20:21:52.193013,993.8951833219113,6,Credit Card,0.4228847865634224,0,Afternoon
TRX000172,CUST0661,OUT008,2025-01-19 15:33:01.183715,647.1492935218904,10,Cash,0.15070598762907583,1,Evening
TRX000173,CUST0148,OUT009,2024-11-14 09:34:22.510318,435.0653149850767,8,Credit Card,0.17196812838010508,0,Afternoon
TRX000174,CUST0922,OUT006,2025-01-08 17:13:57.388733,970.4302060463878,15,Debit Card,0.22149626486689206,0,Morning
TRX000175,CUST0562,OUT002,2025-01-08 18:32:02.095324,1994.8334263385361,5,Credit Card,0.17762032831967797,0,Evening
TRX000176,CUST0320,OUT005,2024-12-29 10:54:33.381072,4957.831352106074,1,UPI,0.19647734840211414,1,Evening
TRX000177,CUST0138,OUT006,2025-01-19 11:48:39.932061,515.0281158499138,7,Credit Card,0.41079550866064035,1,Afternoon
TRX000178,CUST0363,OUT006,2024-12-24 03:09:40.343445,691.1080904686552,12,Cash,0.03162117241968376,0,Evening
TRX000179,CUST0710,OUT005,2025-01-20 10:47:21.884531,776.5513112503231,6,Cash,0.1418389272732293,0,Afternoon
TRX000180,CUST0375,OUT002,2025-01-16 23:04:10.423457,2040.407250809196,8,Cash,0.352983857549567,0,Morning
TRX000181,CUST0241,OUT005,2024-12-29 07:20:37.249363,168.21972623289,1,Credit Card,0.11283254178027638,1,Afternoon
TRX000182,CUST0577,OUT001,2025-01-17 20:31:46.797917,418.72463672159904,4,Cash,0.1416774430503548,0,Morning
TRX000183,CUST0409,OUT009,2025-01-25 02:16:35.688847,911.5591077800163,3,Cash,0.09227371096808348,1,Evening
TRX000184,CUST0161,OUT000,2024-12-01 12:20:55.385761,3161.9709470686344,7,Cash,0.3449951835082014,1,Morning
TRX000185,CUST0149,OUT007,2024-11-16 10:43:38.955304,3404.6243989520713,7,Debit Card,0.21785657635444838,1,Afternoon
TRX000186,CUST0713,OUT002,2025-01-02 11:23:17.791310,985.3000390686354,1,Debit Card,0.13282654977836653,0,Afternoon
TRX000187,CUST0971,OUT007,2024-12-12 18:48:57.968166,590.6072762578931,15,Credit Card,0.15267661557857082,0,Evening
TRX000188,CUST0226,OUT002,2024-09-24 16:05:51.482076,997.126109190083,9,Debit Card,0.10912129756401866,0,Morning
TRX000189,CUST0780,OUT001,2025-01-03 14:05:21.004689,966.2069344232754,6,Debit Card,0.15631626315604974,0,Morning
TRX000190,CUST0085,OUT007,2024-11-21 07:47:25.620975,1523.6883746346123,6,Cash,0.5725312498628958,0,Morning
TRX000191,CUST0372,OUT002,2025-01-18 10:25:40.270388,1632.2208763322028,12,Credit Card,0.385431532427723,1,Evening
TRX000192,CUST0504,OUT007,2024-12-26 23:55:17.360445,156.85548027392983,24,Cash,0.040975996057440324,0,Morning
TRX000193,CUST0261,OUT001,2025-01-30 10:34:19.360606,1105.0277123191136,13,Wallet,0.28293930895998487,0,Morning
TRX000194,CUST0524,OUT003,2024-12-16 11:46:03.929147,725.8656434550347,8,Cash,0.09458665248593137,0,Morning
TRX000195,CUST0887,OUT008,2024-12-09 15:56:27.525854,2490.0981307795696,9,Debit Card,0.5602975811357466,0,Evening
TRX000196,CUST0941,OUT000,2025-01-16 18:42:37.049901,1419.9940441963852,3,Credit Card,0.33307415669019175,0,Morning
TRX000197,CUST0097,OUT001,2025-01-01 13:24:52.885967,1719.045310666416,7,Wallet,0.24851621247671754,0,Morning
TRX000198,CUST0266,OUT001,2024-12-04 12:41:42.197648,472.98760214194067,13,Credit Card,0.10087444382083234,0,Morning
TRX000199,CUST0977,OUT008,2024-11-28 12:20:44.767087,519.041597890022,7,Debit Card,0.22350167223703035,0,Afternoon
TRX000200,CUST0263,OUT009,2025-01-28 09:48:46.096758,179.04880082481947,7,Debit Card,0.08631341509287964,0,Evening
TRX000201,CUST0698,OUT004,2024-12-10 07:40:12.001654,745.331299124454,4,Credit Card,0.4190820819075731,0,Afternoon
TRX000202,CUST0248,OUT003,2025-01-22 04:07:38.915666,161.41151288012327,2,Cash,0.3407243405526449,0,Evening
TRX000203,CUST0349,OUT009,2024-12-23 19:20:33.674715,987.4524095429682,11,Credit Card,0.18150978540697718,0,Evening
TRX000204,CUST0188,OUT009,2025-01-20 05:45:03.118268,2423.2264443373383,11,Debit Card,0.33957627941989,0,Afternoon
TRX000205,CUST0861,OUT003,2025-01-30 01:10:19.916825,2978.1647082150594,9,Credit Card,0.14352944704073906,0,Evening
TRX000206,CUST0887,OUT006,2025-01-24 17:18:51.812139,3261.3598448267285,31,Debit Card,0.6519522909260443,0,Evening
TRX000207,CUST0292,OUT002,2025-01-16 00:38:24.488373,4651.835843825233,3,UPI,0.07963552894992484,0,Evening
TRX000208,CUST0829,OUT008,2024-12-22 11:36:47.609114,2926.6094117510324,6,UPI,0.2816142976701556,1,Afternoon
TRX000209,CUST0351,OUT004,2025-01-28 20:29:38.236915,1990.4099655124019,5,Debit Card,0.6044735901888607,0,Afternoon
TRX000210,CUST0094,OUT008,2024-12-12 17:59:04.715986,1146.4149239683804,14,Credit Card,0.29899333075968537,0,Afternoon
TRX000211,CUST0764,OUT000,2024-08-10 23:58:37.097285,1124.1652369427736,7,Debit Card,0.5033366993430569,1,Evening
TRX000212,CUST0595,OUT009,2024-12-16 14:11:57.905414,1376.8770902711433,7,Cash,0.2811955514368155,0,Morning
TRX000213,CUST0269,OUT007,2025-01-12 21:42:37.033119,1764.5777396499946,4,Credit Card,0.4092915746234919,1,Morning
TRX000214,CUST0248,OUT001,2025-01-06 20:19:55.930960,5548.797392765849,9,Credit Card,0.16025767738990923,0,Afternoon
TRX000215,CUST0972,OUT007,2025-01-31 23:28:02.506641,655.6906421612139,5,Credit Card,0.08946116881207097,0,Morning
