transaction_id,customer_id,outlet_id,location_id,transaction_date,purchase_amount,product_category,is_premium_purchase,payment_method,discount_applied,customer_rating,weekend_flag,time_of_day,season
TRX000078,CUST0714,OUT025,LOC012,2024-01-09 09:00:00,127367.72222012335,Premium_Electronics,True,Credit Card,0.1816088122242994,3.2617409144787874,0,Morning,Winter
TRX000079,CUST0944,OUT002,LOC004,2024-01-09 12:00:00,3955565.1680401526,Mid_Range_Automotive,False,Debit Card,0.20376750031846025,2.742359590337751,0,Afternoon,Winter
TRX000080,CUST0603,OUT002,LOC004,2024-01-09 12:00:00,2536480.8003165773,Mid_Range_Automotive,False,Credit Card,0.2264243759773492,2.0632928398777746,0,Afternoon,Winter
TRX000081,CUST0338,OUT003,LOC004,2024-01-09 12:00:00,694157.0052484053,Budget_Automotive,False,Debit Card,0.24312012102440897,2.953039639039053,0,Afternoon,Winter
TRX000082,CUST0601,OUT031,LOC001,2024-01-10 18:00:00,239030.93988000142,Luxury_Fashion,True,Debit Card,0.18407826321260787,2.58435745150664,0,Evening,Winter
TRX000083,CUST0176,OUT036,LOC012,2024-01-10 10:00:00,2675878.111195152,Mid_Range_Automotive,False,Cash,0.09774815599265536,3.1380707353007047,0,Morning,Winter
TRX000084,CUST0057,OUT007,LOC002,2024-01-10 18:00:00,177197.9501036482,Luxury_Fashion,True,Debit Card,0.3758851577518752,3.010222649416939,0,Evening,Winter
TRX000085,CUST0160,OUT046,LOC016,2024-01-10 18:00:00,840759.6647059529,Budget_Automotive,False,Credit Card,0.22277753549805468,1.9691616388630204,0,Evening,Winter
TRX000086,CUST0128,OUT035,LOC008,2024-01-10 09:00:00,10034.899635149846,General_Retail,False,Debit Card,0.09478444951228762,3.2023968125604156,0,Morning,Winter
TRX000087,CUST0725,OUT042,LOC000,2024-01-10 18:00:00,801313.7344068924,Designer_Jewelry,False,UPI,0.6887857214570348,4.426729744098001,0,Evening,Winter
TRX000088,CUST0544,OUT022,LOC007,2024-01-10 12:00:00,193303.6549653956,Premium_Electronics,True,Debit Card,0.1859843919798521,4.035406387342284,0,Afternoon,Winter
TRX000089,CUST0928,OUT043,LOC004,2024-01-10 09:00:00,159555.80599475594,Premium_Electronics,True,Credit Card,0.12573123143464202,3.5620948500716687,0,Morning,Winter
TRX000090,CUST0910,OUT018,LOC010,2024-01-10 18:00:00,3167496.543391948,Mid_Range_Automotive,False,UPI,0.26196970378609996,3.3300982646152395,0,Evening,Winter
TRX000091,CUST0945,OUT022,LOC007,2024-01-10 18:00:00,244599.37087085238,Premium_Electronics,True,UPI,0.11794100879772253,4.375021815896465,0,Evening,Winter
TRX000092,CUST0211,OUT035,LOC008,2024-01-10 12:00:00,9755.300194253787,General_Retail,False,Credit Card,0.3861419274939954,3.414971308737864,0,Afternoon,Winter
TRX000093,CUST0393,OUT017,LOC014,2024-01-10 18:00:00,20360.862445477156,General_Retail,False,Wallet,0.23471391014613863,1.5070780675365025,0,Evening,Winter
TRX000094,CUST0703,OUT005,LOC012,2024-01-11 09:00:00,644002.2792671281,Budget_Automotive,False,Cash,0.12094623403380451,2.443229940240806,0,Morning,Winter
TRX000095,CUST0672,OUT002,LOC004,2024-01-11 18:00:00,2989237.439979691,Mid_Range_Automotive,False,Debit Card,0.07775446027179425,2.728791914157204,0,Evening,Winter
TRX000096,CUST0203,OUT002,LOC004,2024-01-11 09:00:00,2799184.0035454137,Mid_Range_Automotive,False,Cash,0.331410129380902,1.9000303840453978,0,Morning,Winter
TRX000097,CUST0540,OUT035,LOC008,2024-01-11 18:00:00,12092.341337063019,General_Retail,False,Cash,0.12114937689969668,4.0719357227264865,0,Evening,Winter
TRX000098,CUST0488,OUT040,LOC008,2024-01-11 18:00:00,41255.49638546408,Premium_Lifestyle,True,Credit Card,0.2558284936948856,3.8359224393517595,0,Evening,Winter
TRX000099,CUST0196,OUT021,LOC001,2024-01-11 19:00:00,114785.48284725657,Premium_Electronics,True,Debit Card,0.16914627850598146,4.319074646786687,0,Evening,Winter
TRX000100,CUST0886,OUT017,LOC014,2024-01-12 18:00:00,13954.457402170396,General_Retail,False,Debit Card,0.4224785623200839,2.173735576899258,0,Evening,Winter
TRX000101,CUST0098,OUT048,LOC000,2024-01-12 09:00:00,1063769.0361639091,Designer_Jewelry,False,Credit Card,0.16521920868624182,4.10494001224692,0,Morning,Winter
TRX000102,CUST0285,OUT009,LOC005,2024-01-12 09:00:00,155500.88438426482,Premium_Electronics,True,Credit Card,0.10290332814287832,4.462337201714808,0,Morning,Winter
TRX000103,CUST0390,OUT035,LOC008,2024-01-12 18:00:00,10407.269519418953,General_Retail,False,Debit Card,0.06245276085382146,2.6535769224139547,0,Evening,Winter
TRX000104,CUST0232,OUT005,LOC012,2024-01-12 09:00:00,873149.9960155557,Budget_Automotive,False,Credit Card,0.23313204856700195,2.4166478169411274,0,Morning,Winter
TRX000105,CUST0754,OUT032,LOC004,2024-01-12 12:00:00,101893.05501134654,Premium_Electronics,True,Cash,0.31989649574585005,4.057885160815986,0,Afternoon,Winter
TRX000106,CUST0321,OUT046,LOC016,2024-01-12 19:00:00,509270.03341085446,Budget_Automotive,False,Debit Card,0.26097847843353383,2.577663848732984,0,Evening,Winter
TRX000107,CUST0191,OUT014,LOC000,2024-01-12 18:00:00,78905.04470120971,Premium_Lifestyle,True,UPI,0.2193420803452951,3.6504865482980673,0,Evening,Winter
TRX000108,CUST0710,OUT049,LOC003,2024-01-12 09:00:00,147753.97082990827,Luxury_Fashion,True,UPI,0.09275093181560418,4.355886078269182,0,Morning,Winter
TRX000109,CUST0805,OUT024,LOC015,2024-01-12 18:00:00,621527.0785011187,Budget_Automotive,False,Credit Card,0.17227034960391113,3.7619114921605448,0,Evening,Winter
TRX000110,CUST0643,OUT002,LOC004,2024-01-12 17:00:00,2970440.6713795285,Mid_Range_Automotive,False,Credit Card,0.33332560480306295,2.305738141315379,0,Evening,Winter
TRX000111,CUST0242,OUT019,LOC014,2024-01-13 09:00:00,495057.8214729333,Budget_Automotive,False,Credit Card,0.11442666063892333,2.2436554947618323,1,Morning,Winter
TRX000112,CUST0192,OUT002,LOC004,2024-01-13 09:00:00,1968877.4095460786,Mid_Range_Automotive,False,Debit Card,0.13173148820128552,3.1415814815739607,1,Morning,Winter
TRX000113,CUST0724,OUT015,LOC016,2024-01-13 09:00:00,703644.0068768073,Budget_Automotive,False,UPI,0.1337436799532283,3.6460308172393536,1,Morning,Winter
TRX000114,CUST0776,OUT019,LOC014,2024-01-13 18:00:00,474536.86605476786,Budget_Automotive,False,Debit Card,0.2643461042831491,1.8640932975170987,1,Evening,Winter
TRX000115,CUST0213,OUT026,LOC001,2024-01-13 13:00:00,237684.52168871116,Premium_Electronics,True,Credit Card,0.17551659300117883,4.040617303850649,1,Afternoon,Winter
TRX000116,CUST0737,OUT016,LOC013,2024-01-13 12:00:00,2476810.303893013,Mid_Range_Automotive,False,UPI,0.15135633808610507,2.3034818702210806,1,Afternoon,Winter
TRX000117,CUST0319,OUT005,LOC012,2024-01-13 12:00:00,555178.9444767876,Budget_Automotive,False,UPI,0.09230355357231865,2.2614546768444255,1,Afternoon,Winter
TRX000118,CUST0272,OUT014,LOC000,2024-01-13 12:00:00,74511.68613868479,Premium_Lifestyle,True,UPI,0.09170088809623389,3.2799738093169815,1,Afternoon,Winter
TRX000119,CUST0703,OUT023,LOC007,2024-01-13 12:00:00,2998329.4110584515,Mid_Range_Automotive,False,Debit Card,0.4505326978511398,3.5022133722883995,1,Afternoon,Winter
TRX000120,CUST0640,OUT035,LOC008,2024-01-13 09:00:00,12858.336076426904,General_Retail,False,UPI,0.14747884336991063,2.893517588502565,1,Morning,Winter
TRX000121,CUST0388,OUT016,LOC013,2024-01-13 18:00:00,1814587.0022937104,Mid_Range_Automotive,False,Debit Card,0.1582572859921015,2.6743382832773133,1,Evening,Winter
TRX000122,CUST0063,OUT004,LOC016,2024-01-14 18:00:00,178575.41731793818,Premium_Electronics,True,UPI,0.3300059024027986,4.552349118428525,1,Evening,Winter
TRX000123,CUST0149,OUT024,LOC015,2024-01-14 18:00:00,1470464.2795149738,Budget_Automotive,False,Cash,0.02143833724398145,2.1746728637895316,1,Evening,Winter
TRX000124,CUST0418,OUT005,LOC012,2024-01-14 12:00:00,1282724.7905995222,Budget_Automotive,False,Debit Card,0.27689967764835977,3.5293981879810445,1,Afternoon,Winter
TRX000125,CUST0301,OUT011,LOC003,2024-01-14 09:00:00,19864026.31105984,Luxury_Automotive,True,Debit Card,0.08999834823788888,3.9927883037747183,1,Morning,Winter
TRX000126,CUST0899,OUT030,LOC001,2024-01-14 09:00:00,39847.63372500942,Premium_Lifestyle,True,Credit Card,0.4002319027493859,4.442245033509349,1,Morning,Winter
TRX000127,CUST0638,OUT049,LOC003,2024-01-14 12:00:00,246482.23356713887,Luxury_Fashion,True,Debit Card,0.043548259041118274,4.672574013369365,1,Afternoon,Winter
TRX000128,CUST0854,OUT019,LOC014,2024-01-14 18:00:00,527342.2393591282,Budget_Automotive,False,Debit Card,0.1578065747550136,2.113441270220853,1,Evening,Winter
TRX000129,CUST0613,OUT045,LOC000,2024-01-14 09:00:00,22047232.179160483,Luxury_Automotive,True,Debit Card,0.251069245169734,4.391166026412584,1,Morning,Winter
TRX000130,CUST0402,OUT017,LOC014,2024-01-14 09:00:00,9256.056555589612,General_Retail,False,UPI,0.5247906972024377,2.2047336681249377,1,Morning,Winter
TRX000131,CUST0654,OUT027,LOC010,2024-01-14 17:00:00,3719093.164008805,Mid_Range_Automotive,False,UPI,0.052480427570360914,3.760545188779653,1,Evening,Winter
TRX000132,CUST0446,OUT032,LOC004,2024-01-14 12:00:00,133318.7809273943,Premium_Electronics,True,Debit Card,0.15480702541559924,2.807771305408609,1,Afternoon,Winter
TRX000133,CUST0920,OUT003,LOC004,2024-01-14 08:00:00,1028914.5305151924,Budget_Automotive,False,Cash,0.42620456337788354,3.2678623770934916,1,Morning,Winter
TRX000134,CUST0343,OUT036,LOC012,2024-01-15 12:00:00,6730052.750844702,Mid_Range_Automotive,False,Cash,0.19999498750193895,2.4559762994102456,0,Afternoon,Winter
TRX000135,CUST0654,OUT029,LOC014,2024-01-15 19:00:00,16804.131301223133,General_Retail,False,Cash,0.1807327911000621,3.0211993898179834,0,Evening,Winter
TRX000136,CUST0756,OUT024,LOC015,2024-01-15 17:00:00,1950462.4478910055,Budget_Automotive,False,Wallet,0.4765440167241422,3.5916318992090535,0,Evening,Winter
TRX000137,CUST0863,OUT040,LOC008,2024-01-15 18:00:00,59128.285475032855,Premium_Lifestyle,True,Cash,0.15666901367426225,3.228997147719955,0,Evening,Winter
TRX000138,CUST0172,OUT015,LOC016,2024-01-15 12:00:00,1350800.669460364,Budget_Automotive,False,Cash,0.20042323303688986,4.160998585014626,0,Afternoon,Winter
TRX000139,CUST0786,OUT023,LOC007,2024-01-15 12:00:00,3225805.3365654177,Mid_Range_Automotive,False,Credit Card,0.5160525411727213,3.4740770574753155,0,Afternoon,Winter
TRX000140,CUST0031,OUT019,LOC014,2024-01-15 18:00:00,536395.5589013508,Budget_Automotive,False,Credit Card,0.21261741740711224,1.8082223511765834,0,Evening,Winter
TRX000141,CUST0113,OUT004,LOC016,2024-01-16 18:00:00,169975.56044573514,Premium_Electronics,True,Debit Card,0.2997108412365762,2.971554113015655,0,Evening,Winter
TRX000142,CUST0227,OUT044,LOC015,2024-01-16 18:00:00,166886.50629301294,Premium_Electronics,True,Cash,0.3001162153483386,2.765873621937776,0,Evening,Winter
TRX000143,CUST0430,OUT002,LOC004,2024-01-16 12:00:00,5291182.465216784,Mid_Range_Automotive,False,Credit Card,0.1955619323455503,3.568759404173536,0,Afternoon,Winter
TRX000144,CUST0253,OUT045,LOC000,2024-01-16 18:00:00,15183205.421230417,Luxury_Automotive,True,Credit Card,0.21408435448139376,3.6289004964817777,0,Evening,Winter
TRX000145,CUST0411,OUT017,LOC014,2024-01-16 09:00:00,14372.575030380744,General_Retail,False,Credit Card,0.21067116786650467,2.4712438588886254,0,Morning,Winter
TRX000146,CUST0850,OUT027,LOC010,2024-01-16 18:00:00,2022025.197028695,Mid_Range_Automotive,False,Cash,0.2625986709903005,3.3906370628993985,0,Evening,Winter
TRX000147,CUST0722,OUT033,LOC008,2024-01-16 09:00:00,3794.3916791022525,General_Retail,False,Debit Card,0.2975834434178763,3.0494467569375248,0,Morning,Winter
TRX000148,CUST0326,OUT018,LOC010,2024-01-17 18:00:00,3812821.7797190207,Mid_Range_Automotive,False,UPI,0.1297964063604413,3.5667283850373384,0,Evening,Winter
TRX000149,CUST0525,OUT019,LOC014,2024-01-17 09:00:00,640105.4256973375,Budget_Automotive,False,Credit Card,0.2151831335034782,1.8147992069789927,0,Morning,Winter
TRX000150,CUST0045,OUT027,LOC010,2024-01-17 12:00:00,5500297.489729071,Mid_Range_Automotive,False,UPI,0.43725693570362284,4.126540052801207,0,Afternoon,Winter
TRX000151,CUST0316,OUT036,LOC012,2024-01-17 09:00:00,3259757.559429595,Mid_Range_Automotive,False,Debit Card,0.11149482255146907,1.9257167873227081,0,Morning,Winter
TRX000152,CUST0641,OUT012,LOC006,2024-01-17 18:00:00,384518.4138494749,Luxury_Fashion,True,Wallet,0.22625553765433504,5.0,0,Evening,Winter
TRX000153,CUST0569,OUT029,LOC014,2024-01-17 19:00:00,8818.80405480185,General_Retail,False,Credit Card,0.5812512652939784,2.9894975181132737,0,Evening,Winter
TRX000154,CUST0402,OUT023,LOC007,2024-01-17 12:00:00,3554182.1559544755,Mid_Range_Automotive,False,Credit Card,0.4070156896382549,2.8921143048182723,0,Afternoon,Winter
TRX000155,CUST0759,OUT023,LOC007,2024-01-17 10:00:00,3121517.505521388,Mid_Range_Automotive,False,Debit Card,0.4233895870800693,3.4626555088060225,0,Morning,Winter
TRX000156,CUST0409,OUT028,LOC005,2024-01-17 12:00:00,135052.78695581882,Luxury_Fashion,True,Debit Card,0.22035536390137536,3.086400367059092,0,Afternoon,Winter
