customer_id,age,income,occupation,gender,marital_status,family_size,residential_area
CUST0161,36,36397.45042514759,Service,F,Married,3,Rural
CUST0162,18,71493.3661736826,Student,M,Single,1,Suburban
CUST0163,25,85220.57738364639,Professional,F,Single,1,Suburban
CUST0164,45,51456.35480752288,Professional,M,Single,1,Urban
CUST0165,32,55753.71357930933,Service,M,Single,1,Rural
CUST0166,49,82103.15049009534,Service,F,Married,1,Urban
CUST0167,41,63223.85355455611,Professional,F,Single,1,Urban
CUST0168,67,77126.3538112591,Retired,M,Single,1,Suburban
CUST0169,36,85511.12400774524,Professional,F,Single,1,Urban
CUST0170,18,49606.85722029305,Student,M,Single,1,Rural
CUST0171,34,43694.970044893074,Others,M,Single,1,Urban
CUST0172,23,97818.76682844474,Student,F,Single,1,Suburban
CUST0173,46,55796.944505051804,Professional,M,Single,1,Urban
CUST0174,35,68753.70478420348,Self-employed,M,Married,2,Suburban
CUST0175,33,60158.06116841567,Self-employed,F,Single,1,Suburban
CUST0176,33,47911.29753271949,Student,M,Single,1,Suburban
CUST0177,43,115905.72197526791,Self-employed,F,Married,2,Urban
CUST0178,29,97337.51674455401,Professional,M,Single,1,Urban
CUST0179,44,69205.37835726755,Professional,M,Single,1,Urban
CUST0180,47,82361.04246370876,Professional,M,Married,4,Suburban
CUST0181,30,74677.49368777659,Professional,F,Single,1,Rural
CUST0182,23,44222.95699874031,Student,F,Single,1,Urban
CUST0183,28,48338.14402264854,Others,M,Married,1,Rural
CUST0184,43,79174.06282115765,Service,M,Single,1,Suburban
CUST0185,36,48902.962071580856,Others,F,Married,5,Suburban
CUST0186,42,78217.59215911556,Professional,M,Single,1,Suburban
CUST0187,56,45247.44343048953,Others,F,Married,3,Rural
CUST0188,37,63850.03070055811,Professional,M,Married,5,Urban
CUST0189,25,76548.8749829355,Professional,F,Single,1,Urban
CUST0190,47,90249.92728903782,Professional,M,Married,2,Urban
CUST0191,35,120898.79355701404,Professional,F,Single,1,Rural
CUST0192,45,54013.48110532958,Self-employed,F,Married,5,Rural
CUST0193,47,79955.19425259664,Professional,M,Single,1,Suburban
CUST0194,23,98189.54054547225,Student,M,Married,2,Urban
CUST0195,51,95919.63801321657,Self-employed,F,Married,2,Urban
CUST0196,45,113959.94194983364,Professional,F,Single,1,Urban
CUST0197,27,44997.24986131693,Professional,M,Single,1,Urban
CUST0198,38,78803.35020553296,Professional,M,Single,1,Suburban
CUST0199,38,70053.83280290889,Service,F,Single,1,Rural
CUST0200,35,77596.91134986475,Service,M,Single,1,Rural
CUST0201,45,59997.7594609886,Professional,F,Married,2,Suburban
CUST0202,52,148931.67596557055,Professional,M,Married,2,Urban
CUST0203,35,99384.44959962893,Professional,F,Single,1,Urban
CUST0204,50,138138.13924461525,Service,F,Married,2,Urban
CUST0205,46,92374.40687843892,Professional,Other,Married,4,Suburban
CUST0206,37,57934.76625802841,Professional,M,Single,1,Rural
CUST0207,37,98087.82991774486,Professional,F,Married,5,Urban
CUST0208,21,113450.32613405814,Student,M,Single,1,Urban
CUST0209,18,71133.19342606665,Student,F,Single,1,Urban
CUST0210,36,53248.494657383184,Service,F,Single,1,Urban
CUST0211,24,53644.5736608675,Student,M,Single,1,Suburban
CUST0212,34,75291.17907145312,Professional,F,Single,1,Urban
CUST0213,28,129239.2406927161,Service,M,Single,1,Urban
CUST0214,18,134715.0437323487,Service,F,Single,1,Suburban
CUST0215,39,56022.15303342366,Professional,F,Married,4,Suburban
CUST0216,30,82877.20909712728,Professional,F,Single,1,Urban
CUST0217,35,59295.186709424655,Professional,M,Married,4,Urban
CUST0218,24,42540.67769948292,Others,M,Single,1,Suburban
CUST0219,30,90939.49990330855,Professional,F,Single,1,Urban
CUST0220,53,92350.54584448184,Others,M,Married,1,Urban
CUST0221,36,82294.17789090311,Self-employed,M,Single,1,Urban
CUST0222,41,73762.67002783738,Professional,M,Single,1,Urban
CUST0223,19,72582.62307939329,Student,M,Single,1,Suburban
CUST0224,63,104517.55423598079,Self-employed,F,Married,1,Urban
CUST0225,57,127302.19293451603,Professional,M,Married,1,Suburban
CUST0226,51,62729.212416497794,Professional,F,Married,3,Urban
CUST0227,44,117374.6774549451,Self-employed,M,Married,1,Urban
CUST0228,35,101695.06216549981,Others,M,Single,1,Urban
CUST0229,40,89452.46148246438,Self-employed,M,Married,5,Urban
CUST0230,47,83904.47388659323,Self-employed,M,Single,1,Rural
CUST0231,27,66791.72679727731,Student,M,Married,4,Suburban
CUST0232,29,68321.93606041455,Professional,F,Single,1,Rural
CUST0233,18,64126.50317769547,Student,M,Single,1,Rural
CUST0234,25,40556.26635208965,Professional,M,Single,1,Suburban
CUST0235,54,228182.8721714158,Others,M,Married,5,Urban
CUST0236,30,112230.24230102415,Self-employed,M,Single,1,Urban
CUST0237,31,154110.50382001017,Student,F,Single,1,Rural
CUST0238,38,99646.29859436984,Professional,F,Married,1,Suburban
CUST0239,18,49707.63519121954,Student,M,Single,1,Urban
CUST0240,46,100278.89253461157,Professional,M,Single,1,Suburban
CUST0241,50,120136.66263113086,Service,Other,Single,1,Urban
CUST0242,39,54654.81974379649,Service,M,Single,1,Suburban
CUST0243,54,150570.66140589013,Self-employed,F,Single,1,Urban
CUST0244,19,54134.644072156545,Student,M,Single,1,Suburban
CUST0245,57,121097.78155569026,Professional,F,Married,3,Suburban
CUST0246,26,126271.29673039906,Professional,F,Single,1,Urban
CUST0247,19,71794.04112801205,Student,F,Single,1,Urban
CUST0248,32,134164.61212518706,Professional,M,Single,1,Urban
CUST0249,57,53997.12957789175,Self-employed,M,Married,3,Suburban
CUST0250,34,49325.78074945913,Self-employed,M,Single,1,Suburban
CUST0251,23,48839.15145215174,Student,M,Single,1,Urban
CUST0252,19,36278.46774077578,Student,M,Single,1,Urban
CUST0253,33,135542.07195829973,Professional,M,Married,4,Urban
CUST0254,18,103436.58319884785,Student,F,Single,1,Urban
CUST0255,19,51157.99754030354,Service,F,Single,1,Rural
CUST0256,53,218778.7714930802,Professional,M,Married,5,Urban
CUST0257,50,75411.66078722972,Professional,M,Single,1,Suburban
CUST0258,33,160240.36115212945,Professional,Other,Single,1,Urban
CUST0259,29,155966.5672206559,Service,F,Single,1,Urban
CUST0260,35,58645.56214246283,Self-employed,F,Single,1,Urban
CUST0261,63,132497.71392369756,Self-employed,M,Single,1,Suburban
CUST0262,39,123863.17233650782,Professional,M,Married,2,Rural
CUST0263,45,63361.050062336246,Service,M,Single,1,Rural
CUST0264,32,35344.13578567168,Others,M,Single,1,Suburban
CUST0265,35,104605.57080360447,Professional,F,Married,5,Urban
CUST0266,42,57690.668561229104,Service,F,Married,1,Rural
CUST0267,36,71443.96006301534,Others,M,Single,1,Suburban
CUST0268,18,68479.39080284777,Service,Other,Single,1,Urban
CUST0269,50,107975.17993382619,Self-employed,M,Single,1,Suburban
CUST0270,27,60371.9427254307,Professional,Other,Married,2,Urban
CUST0271,60,102081.26974243771,Self-employed,Other,Single,1,Urban
CUST0272,43,132733.75789578297,Service,M,Married,3,Urban
CUST0273,35,40339.11130614831,Professional,M,Married,4,Urban
CUST0274,40,47589.94318469083,Self-employed,F,Single,1,Suburban
CUST0275,33,47861.39892466691,Professional,F,Single,1,Urban
CUST0276,29,57502.9497819926,Service,F,Single,1,Urban
CUST0277,37,105165.3436937564,Service,Other,Married,4,Urban
CUST0278,45,125827.3669065723,Professional,F,Married,3,Urban
CUST0279,29,65400.45232881298,Service,M,Single,1,Suburban
CUST0280,27,64227.10020726685,Professional,M,Married,1,Urban
CUST0281,30,128179.28086621869,Service,F,Single,1,Urban
CUST0282,46,89463.86096257757,Professional,M,Married,3,Urban
CUST0283,52,74192.93961313837,Professional,F,Married,1,Rural
CUST0284,39,113038.21776851328,Others,M,Married,2,Urban
CUST0285,41,109196.71780141839,Professional,M,Married,3,Urban
CUST0286,27,81761.64301807681,Service,M,Single,1,Urban
CUST0287,45,65148.51783400253,Professional,F,Married,1,Suburban
CUST0288,41,54697.20222292228,Professional,M,Single,1,Suburban
CUST0289,26,49038.36708650282,Professional,F,Single,1,Urban
CUST0290,18,46004.091784882905,Student,F,Single,1,Urban
CUST0291,20,45684.22398299705,Student,F,Single,1,Suburban
CUST0292,26,55895.53484660221,Student,F,Single,1,Rural
CUST0293,48,83070.31632204696,Professional,M,Single,1,Suburban
CUST0294,53,90611.87421235279,Student,F,Married,2,Suburban
CUST0295,29,46723.14437445096,Others,M,Single,1,Rural
CUST0296,30,79081.05170124277,Others,M,Married,3,Urban
CUST0297,38,79605.276446045,Professional,M,Single,1,Urban
CUST0298,35,71540.72268402377,Self-employed,F,Single,1,Suburban
CUST0299,46,64950.16600813407,Professional,F,Married,4,Urban
CUST0300,28,46575.73006072907,Self-employed,F,Single,1,Rural
CUST0301,46,104119.14073668509,Service,F,Married,3,Urban
CUST0302,32,75188.34403393009,Others,F,Single,1,Urban
CUST0303,45,94157.7163065982,Professional,M,Single,1,Suburban
CUST0304,31,60880.79330307433,Service,F,Single,1,Suburban
CUST0305,27,56112.1814765139,Professional,M,Single,1,Suburban
CUST0306,57,137402.5707781323,Others,Other,Married,5,Urban
CUST0307,47,73629.86407363976,Professional,F,Married,3,Suburban
CUST0308,18,67422.79731679433,Student,F,Single,1,Urban
CUST0309,29,68411.5106542419,Professional,F,Single,1,Urban
CUST0310,49,61413.682594177924,Self-employed,M,Single,1,Rural
CUST0311,20,54173.39434628905,Student,F,Single,1,Rural
CUST0312,44,187436.50715334923,Others,M,Single,1,Urban
CUST0313,43,60947.53597486675,Professional,F,Married,5,Suburban
CUST0314,26,70829.86326106034,Professional,F,Single,1,Urban
CUST0315,34,57643.37032915238,Professional,F,Single,1,Urban
CUST0316,18,61836.00818796768,Student,F,Single,1,Urban
CUST0317,56,67647.42152461542,Professional,M,Married,2,Rural
CUST0318,31,58980.43788486135,Professional,M,Single,1,Urban
CUST0319,44,48767.39555035276,Professional,F,Single,1,Suburban
CUST0320,42,82658.63852101436,Professional,M,Single,1,Urban
CUST0321,51,74126.58730502847,Professional,M,Single,1,Suburban
CUST0322,29,87528.01220254885,Service,F,Single,1,Urban
CUST0323,37,74269.74329218127,Service,F,Single,1,Suburban
CUST0324,41,59389.75023675248,Professional,F,Single,1,Urban
CUST0325,45,56621.691072050395,Professional,M,Married,3,Rural
CUST0326,48,83362.5192200579,Professional,F,Single,1,Rural
CUST0327,29,122719.95928585823,Student,M,Single,1,Suburban
CUST0328,27,55565.91681833063,Professional,F,Single,1,Suburban
CUST0329,51,47134.62217542978,Self-employed,M,Single,1,Rural
CUST0330,18,68787.18350450265,Student,F,Single,1,Urban
CUST0331,53,143251.45702122827,Professional,F,Single,1,Suburban
CUST0332,31,90154.72040233402,Student,M,Single,1,Suburban
CUST0333,34,47656.41987107609,Service,F,Married,2,Urban
CUST0334,26,72122.90517300955,Others,F,Single,1,Urban
CUST0335,34,105119.81131906553,Professional,M,Single,1,Urban
CUST0336,50,71664.04586819951,Professional,F,Married,2,Urban
CUST0337,44,65259.64320482585,Service,M,Single,1,Suburban
CUST0338,40,63814.77089972711,Others,F,Single,1,Urban
CUST0339,36,69633.472363272,Professional,F,Single,1,Urban
CUST0340,18,41416.96400857333,Student,M,Single,1,Urban
CUST0341,24,72901.00994676784,Student,F,Single,1,Urban
CUST0342,30,78888.92442059949,Professional,M,Single,1,Urban
CUST0343,40,87192.6343083659,Professional,M,Married,1,Suburban
CUST0344,35,73430.28992575414,Professional,Other,Single,1,Urban
CUST0345,46,53334.35712908033,Self-employed,F,Single,1,Rural
CUST0346,40,70547.21569967776,Professional,M,Single,1,Urban
CUST0347,35,158663.65142967604,Service,M,Married,2,Urban
CUST0348,62,101968.2761960289,Self-employed,M,Single,1,Suburban
CUST0349,39,56965.555920443265,Professional,Other,Single,1,Suburban
CUST0350,29,90732.03627118273,Professional,M,Single,1,Urban
CUST0351,57,191282.74015989437,Professional,M,Married,2,Urban
CUST0352,49,97387.85785597947,Others,F,Married,3,Urban
CUST0353,56,83191.64030843267,Professional,M,Single,1,Urban
CUST0354,33,127207.34307136094,Professional,M,Single,1,Urban
CUST0355,46,67554.79958481622,Self-employed,M,Single,1,Urban
CUST0356,18,96095.25979289818,Student,M,Single,1,Urban
CUST0357,44,64805.6320792857,Service,M,Single,1,Urban
CUST0358,33,62400.96332648542,Professional,F,Married,3,Urban
CUST0359,18,87191.7741291939,Student,M,Single,1,Urban
CUST0360,47,140618.9614368394,Professional,F,Married,4,Urban
CUST0361,18,60743.41684138233,Student,F,Single,1,Rural
CUST0362,18,106027.53634321975,Service,F,Single,1,Urban
CUST0363,39,90414.36119002254,Service,F,Married,1,Suburban
CUST0364,41,58266.38459813834,Professional,M,Single,1,Urban
CUST0365,46,70075.29269946793,Professional,M,Single,1,Rural
CUST0366,43,99738.23483301967,Service,M,Single,1,Urban
CUST0367,52,153834.90585860482,Others,M,Married,2,Rural
CUST0368,43,122681.14831877107,Professional,F,Single,1,Suburban
CUST0369,33,113143.12167364455,Professional,F,Single,1,Urban
CUST0370,34,46321.62794120391,Professional,F,Single,1,Rural
CUST0371,31,97580.61405133629,Service,M,Single,1,Urban
CUST0372,38,101517.89541568121,Professional,F,Single,1,Urban
CUST0373,21,73143.93991696472,Student,M,Single,1,Suburban
CUST0374,39,101669.72147706638,Service,F,Single,1,Rural
CUST0375,33,41568.03988249077,Student,M,Single,1,Suburban
CUST0376,38,39211.83639883546,Professional,F,Married,1,Suburban
CUST0377,38,85257.36465361032,Professional,M,Single,1,Suburban
CUST0378,18,61721.852486706164,Student,F,Single,1,Suburban
CUST0379,24,61624.24672679261,Student,F,Single,1,Suburban
CUST0380,33,87489.49335419464,Professional,F,Single,1,Suburban
CUST0381,34,80339.49115460999,Professional,M,Single,1,Urban
CUST0382,38,87568.7609625492,Self-employed,F,Single,1,Rural
CUST0383,38,111508.9667852885,Service,F,Single,1,Urban
CUST0384,53,70673.49042253885,Service,M,Single,1,Urban
CUST0385,38,88399.0952332762,Professional,M,Single,1,Urban
CUST0386,31,56101.24815450464,Professional,M,Single,1,Suburban
CUST0387,18,34506.59951671782,Student,M,Single,1,Urban
CUST0388,18,56253.98263617487,Student,F,Single,1,Rural
CUST0389,41,122555.06952933196,Professional,Other,Single,1,Urban
CUST0390,47,59710.324034838115,Self-employed,M,Married,5,Suburban
CUST0391,53,103831.85858015892,Professional,F,Married,2,Suburban
CUST0392,25,99233.17636095198,Student,Other,Single,1,Urban
CUST0393,31,98024.37091822582,Professional,M,Single,1,Urban
CUST0394,37,59170.47618828101,Self-employed,F,Single,1,Urban
CUST0395,59,68577.04171411313,Professional,F,Married,1,Rural
CUST0396,36,76580.81433955165,Self-employed,F,Married,4,Urban
CUST0397,53,96968.24675822088,Professional,M,Married,4,Urban
CUST0398,37,99544.40585163068,Service,F,Married,2,Urban
CUST0399,48,109761.36741447078,Service,M,Married,5,Urban
CUST0400,47,251254.14300078587,Professional,F,Single,1,Urban
CUST0401,36,140258.1294270982,Professional,M,Single,1,Urban
CUST0402,22,57387.815111450545,Student,F,Single,1,Suburban
CUST0403,31,173691.27418004785,Professional,M,Single,1,Rural
CUST0404,52,57276.52848872884,Self-employed,M,Single,1,Urban
CUST0405,45,55869.176113356014,Service,F,Single,1,Suburban
CUST0406,29,98195.29039132196,Self-employed,M,Single,1,Urban
CUST0407,30,64431.63135379345,Service,F,Single,1,Urban
CUST0408,18,117964.07534920875,Student,Other,Single,1,Suburban
CUST0409,52,111297.2823689639,Professional,F,Married,4,Urban
CUST0410,45,78112.1018711418,Service,M,Single,1,Urban
CUST0411,33,68178.63312220048,Professional,F,Married,4,Suburban
CUST0412,37,69681.3833391261,Self-employed,F,Single,1,Urban
CUST0413,18,33374.94198949299,Student,F,Single,1,Suburban
CUST0414,29,50448.635021591894,Student,M,Single,1,Urban
CUST0415,51,66019.08748203385,Others,F,Single,1,Urban
CUST0416,46,129666.45201938413,Professional,F,Married,5,Urban
CUST0417,38,61286.70421574632,Others,M,Single,1,Urban
CUST0418,34,86661.98715712067,Others,M,Single,1,Urban
CUST0419,44,75174.77931927673,Service,M,Single,1,Suburban
CUST0420,31,51550.972455383795,Self-employed,F,Single,1,Urban
CUST0421,18,70762.46110373567,Student,F,Single,1,Urban
CUST0422,34,73555.43193225742,Service,F,Single,1,Urban
CUST0423,39,121796.01004541919,Professional,M,Single,1,Urban
CUST0424,48,71304.96950076504,Professional,M,Married,1,Urban
CUST0425,18,49157.74997261661,Student,Other,Single,1,Rural
CUST0426,33,104055.53928209163,Professional,Other,Single,1,Suburban
CUST0427,34,68883.07213551315,Professional,F,Single,1,Rural
CUST0428,21,96201.75239051665,Student,F,Single,1,Suburban
CUST0429,40,63181.63792430405,Self-employed,M,Single,1,Urban
CUST0430,43,85091.90671784402,Service,F,Married,4,Urban
CUST0431,31,56739.922353216476,Professional,M,Single,1,Urban
CUST0432,59,66251.79594410659,Others,M,Married,3,Urban
CUST0433,31,37157.26970683525,Self-employed,F,Single,1,Rural
CUST0434,29,134117.6749174332,Service,M,Single,1,Urban
CUST0435,29,58304.36404288821,Professional,M,Married,4,Rural
CUST0436,25,84211.69575941417,Service,M,Single,1,Urban
CUST0437,28,65468.82852890168,Student,M,Single,1,Suburban
CUST0438,18,103858.22329035218,Service,F,Single,1,Rural
CUST0439,32,40919.723247092705,Student,M,Single,1,Suburban
CUST0440,35,81432.54394773595,Service,M,Single,1,Suburban
CUST0441,18,87019.78216535893,Others,M,Single,1,Urban
CUST0442,33,75213.20357049082,Professional,M,Single,1,Suburban
CUST0443,35,56166.07664628857,Professional,M,Single,1,Rural
CUST0444,41,44697.55257018798,Service,F,Single,1,Rural
CUST0445,49,65543.65535698993,Professional,M,Married,1,Suburban
CUST0446,45,43792.47197856072,Service,F,Single,1,Suburban
